,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,lat,lng
4627,104031000,104031000,104031000,71,LUBEC,ST,,2128,995,CM,0,0,0,0,3145.0,1913,1986,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,FS,6.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3704554,-71.0330853
4667,104048000,104048000,104048000,172,COTTAGE,ST,,2128,995,CM,0,0,0,0,3145.0,1905,2007,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,FS,8.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3702434,-71.03271389999999
4708,104055000,104055000,104055000,158,COTTAGE,ST,,2128,995,CM,0,0,0,0,2106.0,1910,2006,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,8.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3699439,-71.03313179999999
4741,104070000,104070000,104070000,127,COTTAGE,ST,,2128,995,CM,0,0,0,0,2022.0,1905,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.368757,-71.033884
4775,104096000,104096000,104096000,155,COTTAGE,ST,,2128,995,CM,0,0,0,0,3103.0,1915,2008,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,6.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3696882,-71.03282999999999
4886,104130000,104130000,104130000,306 -308,MAVERICK,ST,,2128,995,CM,0,0,0,0,3258.0,1900,2000,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.36865590000001,-71.0355256
4930,104164010,104164010,104164010,156,PORTER,ST,,2128,995,CM,0,0,0,0,125426.0,1910,2016,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,FS,216.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3712864,-71.0324121
5263,104295010,104295010,104295010,120,COLERIDGE,ST,,2128,995,CM,0,0,0,0,2500.0,1900,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,TH,2.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3807322,-71.01553419999999
5281,104300010,104300010,104300010,157,COLERIDGE,ST,,2128,995,CM,0,0,0,0,51578.0,1930,1998,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3810155,-71.0137233
5341,104360000,104360000,104360000,743,BENNINGTON,ST,,2128,995,CM,0,0,0,0,3697.0,1927,2012,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.384814,-71.01136799999999
5356,104379000,104379000,104379000,997 -1003,SARATOGA,ST,,2128,995,CM,0,0,0,0,4731.0,1910,2004,0.0,0.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,2.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3812725,-71.0238488
5372,104389010,104389010,104389010,5,THURSTON,ST,,2128,995,CM,0,0,0,0,4070.0,1910,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3854865,-71.0064798
5496,104465000,104465000,104465000,47,HAYNES,ST,,2128,995,CM,0,0,0,0,1640.0,1900,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3663071,-71.0373458
5537,104498000,104498000,104498000,83,WEBSTER,ST,,2128,995,CM,0,0,0,0,1182.0,1899,0,0.0,0.0,3.0,R,RM,F,W,9.0,4.0,3.0,0.0,S,S,S,3.0,S,S,S,S,N,0.0,F,A,A,N,A,,RM,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3668323,-71.0375542
5543,104502000,104502000,104502000,91 A91,WEBSTER,ST,,2128,995,CM,0,0,0,0,2031.0,1900,2000,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3666918,-71.0372757
5567,104515000,104515000,104515000,10,COTTAGE,ST,,2128,995,CM,0,0,0,0,2000.0,1900,2017,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3660349,-71.03685999999999
5580,104525000,104525000,104525000,36,HAYNES,ST,,2128,995,CM,0,0,0,0,1210.0,1900,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.36663739999999,-71.0374858
5585,104527000,104527000,104527000,32,HAYNES,ST,,2128,995,CM,0,0,0,0,1100.0,1900,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.36668909999999,-71.03769350000002
5589,104528000,104528000,104528000,30,HAYNES,ST,,2128,995,CM,0,0,0,0,1100.0,1900,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3667193,-71.0377068
5620,104556000,104556000,104556000,149,WEBSTER,ST,,2128,995,CM,0,0,0,0,1186.0,1900,2010,3798.0,2688.0,3.0,R,SD,F,M,11.0,3.0,3.0,0.0,M,M,M,3.0,M,M,M,F,C,3.0,G,G,G,N,E,,SD,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3658884,-71.0354533
5665,104602000,104602000,104602000,4,BRIGHAM,ST,,2128,995,CM,0,0,0,0,1440.0,1905,2015,0.0,0.0,3.0,R,CV,F,B,11.0,4.0,4.0,1.0,L,L,L,2.0,L,L,,F,C,0.0,G,G,E,E,E,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3650834,-71.0344898
5671,104606000,104606000,104606000,177,WEBSTER,ST,,2128,995,CM,0,0,0,0,1980.0,1905,2016,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.365423,-71.03445909999999
5683,104610000,104610000,104610000,185,WEBSTER,ST,,2128,995,CM,0,0,0,0,1980.0,1899,2007,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3652792,-71.0342153
5695,104619000,104619000,104619000,205,WEBSTER,ST,,2128,995,CM,0,0,0,0,4566.0,1900,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.364961,-71.0335032
5701,104621010,104621010,104621010,211 -213,WEBSTER,ST,,2128,995,CM,0,0,0,0,4000.0,1900,2002,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,LR,4.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3657816,-71.0348588
5702,104621012,104621010,104621010,211,WEBSTER,ST,211-1,2128,102,CD,0,455400,455400,479992,1444.0,1900,2002,1444.0,1444.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,6.0,2.0,2.0,0.0,M,M,,O,M,F,C,0.0,N,G,G,42.364918,-71.0332655
5703,104621014,104621010,104621010,211,WEBSTER,ST,211-2,2128,102,CD,0,540700,540700,569898,1514.0,1900,2002,1514.0,1514.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,5.0,2.0,2.0,1.0,M,M,M,F,M,W,C,0.0,N,G,G,42.364918,-71.0332655
5704,104621016,104621010,104621010,213,WEBSTER,ST,213-1,2128,102,CD,0,439700,439700,463444,1458.0,1900,2002,1458.0,1458.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,5.0,2.0,2.0,0.0,M,M,,F,M,W,C,0.0,N,G,G,42.36499329999999,-71.0331166
5705,104621018,104621010,104621010,213,WEBSTER,ST,213-2,2128,102,CD,0,540700,540700,569898,1514.0,1900,2002,1514.0,1514.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,5.0,2.0,2.0,1.0,M,M,M,F,M,W,C,0.0,N,G,G,42.36499329999999,-71.0331166
5718,104635000,104635000,104635000,237,WEBSTER,ST,,2128,995,CM,0,0,0,0,2520.0,1900,2009,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3646431,-71.032296
5725,104639000,104639000,104639000,247,WEBSTER,ST,,2128,995,CM,0,0,0,0,2700.0,1875,2005,0.0,0.0,4.0,R,SD,G,B,12.0,7.0,4.0,2.0,M,M,M,2.0,M,M,,W,N,0.0,G,G,G,N,G,,SD,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3646246,-71.031971
5734,104645000,104645000,104645000,261,WEBSTER,ST,,2128,995,CM,0,0,0,0,2000.0,1924,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.364519,-71.031391
5738,104646000,104646000,104646000,263,WEBSTER,ST,,2128,995,CM,0,0,0,0,2250.0,1910,0,0.0,0.0,3.0,R,SD,F,M,10.0,6.0,3.0,0.0,N,N,N,3.0,S,S,S,O,N,0.0,G,A,A,N,G,,SD,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.36451599999999,-71.031312
5748,104649000,104649000,104649000,271,WEBSTER,ST,,2128,995,CM,0,0,0,0,2703.0,1900,2006,0.0,0.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,,,DX,4.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3645691,-71.0309959
5757,104654000,104654000,104654000,281,WEBSTER,ST,,2128,995,CM,0,0,0,0,2698.0,1900,2007,0.0,0.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,,,DK,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3646093,-71.0305806
5767,104660000,104660000,104660000,497,SUMNER,ST,,2128,995,CM,0,0,0,0,1062.0,1900,2016,0.0,0.0,3.0,R,SD,F,W,11.0,4.0,3.0,0.0,M,S,M,3.0,M,S,M,W,N,0.0,A,A,A,N,A,,RE,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3644871,-71.03004039999999
5771,104661000,104661000,104661000,499 501,SUMNER,ST,,2128,995,CM,0,0,0,0,1090.0,1900,2009,0.0,0.0,3.0,R,SD,F,M,13.0,6.0,3.0,0.0,M,M,M,3.0,M,M,M,W,C,0.0,G,A,G,N,A,,SD,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3645664,-71.0299888
5777,104664000,104664000,104664000,49,JEFFRIES,ST,,2128,995,CM,0,0,0,0,1450.0,1900,2002,0.0,0.0,3.0,R,SD,F,M,7.0,3.0,2.0,0.0,M,M,,2.0,M,M,,W,N,0.0,A,A,G,N,G,,SD,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3642541,-71.03016070000001
5785,104670000,104670000,104670000,292,MARGINAL,ST,,2128,995,CM,0,0,0,0,2698.0,1900,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3641132,-71.0307174
5813,104682000,104682000,104682000,216 R,MARGINAL,ST,,2128,995,CM,0,0,0,0,3658.0,1900,2007,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.364675,-71.03360099999999
5819,104687000,104687000,104687000,264,WEBSTER,ST,,2128,995,CM,0,0,0,0,2230.0,1890,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3648314,-71.03122809999999
5826,104691000,104691000,104691000,252,WEBSTER,ST,,2128,995,CM,0,0,0,0,1500.0,1885,2014,0.0,0.0,2.0,R,CV,F,M,10.0,5.0,3.0,0.0,M,M,M,2.0,M,M,,F,C,0.0,G,G,G,N,A,,FS,2.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.36488670000001,-71.03159409999999
5832,104694000,104694000,104694000,242 -244,WEBSTER,ST,,2128,995,CM,0,0,0,0,3100.0,1900,2009,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,SD,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3657816,-71.0348588
5844,104703000,104703000,104703000,216,WEBSTER,ST,,2128,995,CM,0,0,0,0,2687.0,1830,2004,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,LR,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3651201,-71.0328644
5857,104708000,104708000,104708000,2-Jan,LAMSON,ST,,2128,995,CM,0,0,0,0,3493.0,1885,2008,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,4.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3662514,-71.0327375
5863,104711000,104711000,104711000,5,LAMSON,ST,,2128,995,CM,0,0,0,0,2250.0,1895,2014,0.0,0.0,3.0,R,DK,F,M,16.0,8.0,3.0,0.0,N,M,M,3.0,N,M,M,W,N,0.0,F,A,A,N,G,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.365455,-71.033107
5869,104714000,104714000,104714000,463,SUMNER,ST,,2128,995,CM,0,0,0,0,1914.0,1890,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3652439,-71.03195099999999
5881,104723000,104723000,104723000,483,SUMNER,ST,,2128,995,CM,0,0,0,0,1318.0,1895,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3650649,-71.03117879999999
5893,104727000,104727000,104727000,184,WEBSTER,ST,,2128,995,CM,0,0,0,0,1817.0,1910,2013,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.365708,-71.03423699999999
5899,104730000,104730000,104730000,176,WEBSTER,ST,,2128,995,CM,0,0,0,0,2812.0,1910,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3658031,-71.03446660000002
5924,104751000,104751000,104751000,353,SUMNER,ST,,2128,995,CM,0,0,0,0,1200.0,1901,2016,0.0,0.0,2.0,R,RM,G,B,13.0,4.0,4.0,0.0,M,M,M,2.0,M,M,,W,N,0.0,A,G,G,N,A,,RM,2.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3667209,-71.03521479999999
5927,104752000,104752000,104752000,357,SUMNER,ST,,2128,995,CM,0,0,0,0,1823.0,1910,2003,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3667375,-71.0351699
5964,104786000,104786000,104786000,5-Mar,SEAVER,ST,,2128,995,CM,0,0,0,0,4600.0,1910,2007,0.0,0.0,4.0,D,,,,,,,,,,,,,,,,,,,,,,,,FS,8.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3655569,-71.0340059
6044,104833000,104833000,104833000,70,WEBSTER,ST,,2128,995,CM,0,0,0,0,2904.0,1920,2006,0.0,0.0,3.0,R,RE,F,M,15.0,7.0,5.0,1.0,M,M,M,3.0,M,M,M,F,C,0.0,A,G,G,N,A,,RE,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.367327,-71.037792
6051,104837000,104837000,104837000,62,WEBSTER,ST,,2128,995,CM,0,0,0,0,1360.0,1910,0,0.0,0.0,3.0,R,RM,F,B,13.0,5.0,3.0,0.0,S,S,S,3.0,S,S,S,S,N,0.0,A,A,A,N,A,,RM,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3673722,-71.0380534
6060,104842000,104842000,104842000,7 9,MURRAY,CT,,2128,995,CM,0,0,0,0,1386.0,1900,2003,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3674807,-71.037729
6066,104845000,104845000,104845000,19,MURRAY,CT,,2128,995,CM,0,0,0,0,1200.0,1900,2015,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3673061,-71.03744979999999
6110,104875000,104875000,104875000,305,SUMNER,ST,,2128,995,CM,0,0,0,0,2812.0,1900,0,0.0,0.0,3.0,R,RE,F,W,9.0,3.0,3.0,0.0,M,S,S,3.0,S,S,S,E,N,0.0,A,A,A,N,A,,RE,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3674054,-71.036574
6145,104905000,104905000,104905000,314,SUMNER,ST,,2128,995,CM,0,0,0,0,2250.0,1910,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3675421,-71.0362136
6166,104925000,104925000,104925000,266 268,SUMNER,ST,,2128,995,CM,0,0,0,0,2000.0,1900,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.368166,-71.037531
6200,104960000,104960000,104960000,66 - 68,COTTAGE,ST,,2128,995,CM,0,0,0,0,998.0,1899,2013,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3674322,-71.03568829999999
6231,104988000,104988000,104988000,145 -147,EVERETT,ST,,2128,995,CM,0,0,0,0,1012.0,1899,2009,2376.0,1674.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,,,SD,2.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3664983,-71.03273460000001
6251,105008000,105008000,105008000,414,SUMNER,ST,,2128,995,CM,0,0,0,0,1969.0,1851,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3662154,-71.0331898
6255,105009000,105009000,105009000,412,SUMNER,ST,,2128,995,CM,0,0,0,0,1290.0,1900,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3662538,-71.0333059
6271,105020000,105020000,105020000,370,SUMNER,ST,,2128,995,CM,0,0,0,0,1900.0,1900,2005,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3669002,-71.0345534
6274,105021000,105021000,105021000,366 368,SUMNER,ST,,2128,995,CM,0,0,0,0,4100.0,1920,2006,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,LR,10.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.36685,-71.0345765
6285,105022000,105022000,105022000,364,SUMNER,ST,,2128,995,CM,0,0,0,0,2000.0,1865,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.36687209999999,-71.03478489999999
6301,105036000,105036000,105036000,69,COTTAGE,ST,,2128,995,CM,0,0,0,0,1045.0,1920,2016,2352.0,2352.0,4.0,D,,,,,,,,,,,,,,,,,,,,,,,,SD,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3673618,-71.0353283
6309,105043000,105043000,105043000,21,LAMSON,ST,,2128,995,CM,0,0,0,0,1623.0,1905,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,A,A,,,,,,,,,,,,,,,,,,,,42.366279,-71.032515
6357,105079000,105079000,105079000,241,EVERETT,ST,,2128,995,CM,0,0,0,0,2150.0,1905,2009,0.0,0.0,3.0,R,SD,F,F,11.0,5.0,3.0,0.0,M,M,M,3.0,M,M,M,F,C,0.0,A,G,G,N,A,,SD,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3654195,-71.0300757
6362,105081000,105081000,105081000,245,EVERETT,ST,,2128,995,CM,0,0,0,0,2155.0,1895,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3653584,-71.02994319999999
6366,105082000,105082000,105082000,247,EVERETT,ST,,2128,995,CM,0,0,0,0,2150.0,1895,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3652537,-71.0298468
6381,105094000,105094000,105094000,520,SUMNER,ST,,2128,995,CM,0,0,0,0,1554.0,1900,2014,0.0,0.0,3.0,R,DK,F,M,11.0,5.0,3.0,0.0,S,M,M,3.0,S,M,M,W,N,0.0,A,A,G,N,A,,DK,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3648137,-71.0299861
6393,105103000,105103000,105103000,502,SUMNER,ST,,2128,995,CM,0,0,0,0,2250.0,1900,2010,4566.0,3138.0,3.0,R,SD,F,M,14.0,8.0,6.0,0.0,M,M,M,3.0,M,M,M,F,C,0.0,G,G,G,N,A,,SD,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3650992,-71.0306245
6399,105106000,105106000,105106000,496,SUMNER,ST,,2128,995,CM,0,0,0,0,2250.0,1900,0,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,LR,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.365236,-71.03078599999999
6421,105123000,105123000,105123000,260,EVERETT,ST,,2128,995,CM,0,0,0,0,1334.0,1900,2015,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,SD,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3653988,-71.02955659999999
6471,105164000,105164000,105164000,9,JEFFRIES,ST,,2128,995,CM,0,0,0,0,3420.0,2016,0,0.0,0.0,3.0,R,DK,F,C,14.0,8.0,6.0,0.0,M,M,M,3.0,M,M,M,F,C,0.0,G,G,G,N,A,,DK,3.0,0.0,0.0,C,E,,,,,,,,,,,,,,,,,,,,42.3654996,-71.02927799999999
6508,105199000,105199000,105199000,37 39,LAMSON,ST,,2128,995,CM,0,0,0,0,1710.0,1910,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3667344,-71.0321567
6515,105203000,105203000,105203000,47,LAMSON,ST,,2128,995,CM,0,0,0,0,1250.0,1900,2006,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3669842,-71.03193619999999
6543,105225000,105225000,105225000,124,EVERETT,ST,,2128,995,CM,0,0,0,0,1100.0,1900,2003,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3670575,-71.0332746
6548,105228000,105228000,105228000,120,EVERETT,ST,,2128,995,CM,0,0,0,0,1819.0,1900,0,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3671195,-71.0335915
6573,105259000,105259000,105259000,99,COTTAGE,ST,,2128,995,CM,0,0,0,0,980.0,1900,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3680774,-71.0347417
6576,105260000,105260000,105260000,101,COTTAGE,ST,,2128,995,CM,0,0,0,0,988.0,1900,2015,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3681247,-71.0347069
6579,105261000,105261000,105261000,103,COTTAGE,ST,,2128,995,CM,0,0,0,0,983.0,1900,0,0.0,0.0,3.0,R,RE,F,M,8.0,3.0,3.0,0.0,S,S,N,2.0,S,N,,W,N,0.0,A,A,A,N,A,,RE,2.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3681726,-71.0346524
6582,105262000,105262000,105262000,247,MAVERICK,ST,,2128,995,CM,0,0,0,0,2700.0,1900,2016,0.0,0.0,3.0,R,DK,F,M,16.0,6.0,3.0,0.0,M,M,M,3.0,M,M,M,W,N,0.0,A,G,A,N,A,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3680381,-71.0345711
6631,105307000,105307000,105307000,89,ORLEANS,ST,,2128,995,CM,0,0,0,0,1819.0,1900,2016,0.0,0.0,3.0,R,SD,F,C,14.0,8.0,3.0,0.0,M,M,M,3.0,M,M,M,E,N,0.0,G,G,G,N,A,,SD,3.0,0.0,0.0,C,A,,,,,,,,,,,,,,,,,,,,42.36900199999999,-71.036996
6705,105355020,105355020,105355020,22,BREMEN,ST,,2128,995,CM,0,0,0,0,1552.0,1900,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3691971,-71.0385792
